Tempo;Altura;Velocidade
0,5321558;1379;0
0,5349814;1379;0
0,5395855;1379;0
0,5427697;1379;0
0,5470533;1379;0
0,5495536;1379;0
0,5534508;1379;0
0,5570298;1379;0
0,5601809;1379;0
0,5636799;1379;0
0,5675367;1379;0
0,57061;1379;0
0,574058;1379;0
0,5771078;1379;0
0,5813181;1379;0
0,5849818;1379;0
0,5883182;1379;0
0,5905016;1379;0
0,5950308;1379;0
0,598202;1379;0
0,6023317;1379;0
0,6049063;1379;0
0,6089332;1379;0
0,6118058;1379;0
0,6159895;1379;0
0,6189791;1379;0
0,6229818;1379;0
0,6264281;1379;0
0,6305005;1379;0
0,6335212;1379;0
0,6360873;1379;0
0,6382277;1379;0
0,6439776;1379;0
0,646815;1379;0
0,6508526;1379;0
0,6537143;1379;0
0,6577461;1379;0
0,6612545;1379;0
0,6655388;1379;0
0,6687144;1379;0
0,6717071;1379;0
0,6760825;1379;0
0,679104;1379;0
0,6820582;1379;0
0,6856302;1379;0
0,6885355;1379;0
0,6926149;1379;0
0,6958452;1379;0
0,6998504;1379;0
0,7027917;1379;0
0,7074551;1379;0
0,7103556;1379;0
0,7139069;1379;0
0,7170207;1379;0
0,7210493;1379;0
0,7239154;1379;0
0,727557;1379;0
0,7305598;1379;0
0,7340752;1379;0
0,7372386;1379;0
0,7412902;1379;0
0,7450143;1379;0
0,74938;1379;0
0,7538441;1379;0
0,7578536;1379;0
0,7605087;1379;0
0,763671;1379;0
0,767339;1379;0
0,7702527;1379;0
0,7739739;1379;0
0,7780061;1379;0
0,7840146;1379;0
0,7873098;1379;0
0,7902282;1379;0
0,7937388;1379;0
0,7970253;1379;0
0,7998808;1379;0
0,8028352;1379;0
0,8049977;1379;0
0,8071979;1379;0
0,8107667;1379;0
0,8137601;1379;0
0,817453;1379;0
0,8204382;1379;0
0,8241934;1379;0
0,827461;1379;0
0,8313557;1379;0
0,8338886;1379;0
0,8380087;1379;0
0,8410507;1379;0
0,8452959;1379;0
0,8487173;1379;0
0,8514112;1379;0
0,853808;1379;0
0,858889;1379;0
0,8618242;1379;0
0,8661634;1379;0
0,8683753;1379;0
0,8723849;1379;0
0,874887;1379;0
0,8805629;1379;0
0,8841173;1379;0
0,8873539;1379;0
0,8903257;1379;0
0,8939871;1379;0
0,8971597;1379;0
0,899981;1379;0
0,902145;1379;0
0,9079512;1379;0
0,910784;1379;0
0,9137866;1379;0
0,9164737;1379;0
0,9217297;1379;0
0,9242069;1379;0
0,9283362;1379;0
0,931628;1379;0
0,9348911;1379;0
0,9380501;1379;0
0,9420546;1379;0
0,9456053;1379;0
0,9487609;1379;0
0,9512349;1379;0
0,9558785;1379;0
0,9589545;1379;0
0,9630385;1379;0
0,965311;1379;0
0,9714181;1379;0
0,9773625;1379;0
0,9817938;1379;0
0,9854445;1379;0
0,987687;1379;0
0,9913412;1379;0
0,9960168;1379;0
1,0000919;1379;0
1,0036791;1379;0
1,0066998;1379;0
1,0096869;1379;0
1,0127452;1379;0
1,0159574;1379;0
1,0189489;1379;0
1,0223114;1379;0
1,0245631;1379;0
1,031468;1379;0
1,0342937;1379;0
1,0386122;1379;0
1,0430481;1379;0
1,0455472;1379;0
1,048702;1379;0
1,0512112;1379;0
1,0537342;1379;0
1,0567043;1379;0
1,0597378;1379;0
1,0626297;1379;0
1,0668777;1379;0
1,0699928;1379;0
1,0740025;1379;0
1,0771479;1379;0
1,0811103;1379;0
1,0837265;1379;0
1,0877953;1379;0
1,0907422;1379;0
1,0953627;1379;0
1,0983793;1379;0
1,1023641;1379;0
1,1059346;1379;0
1,1095117;1379;0
1,1124905;1379;0
1,1161009;1379;0
1,1200562;1379;0
1,1237387;1379;0
1,1267413;1379;0
1,1300008;1379;0
1,1328758;1379;0
1,1370659;1379;0
1,1411204;1379;0
1,1440887;1379;0
1,1478081;1379;0
1,1503007;1379;0
1,1539348;1379;0
1,1580075;1379;0
1,1612303;1379;0
1,1639311;1379;0
1,1683047;1379;0
1,1721817;1379;0
1,1748903;1379;0
1,177955;1379;0
1,1809503;1379;0
1,1854707;1379;0
1,1894904;1379;0
1,1940664;1379;0
1,1971744;1379;0
1,2001675;1379;0
1,2036755;1379;0
1,2066582;1379;0
1,209795;1379;0
1,2127585;1379;0
1,2161083;1379;0
1,2197665;1379;0
1,2232413;1379;0
1,2267485;1379;0
1,2290893;1379;0
1,233896;1379;0
1,2385654;1379;0
1,2418868;1379;0
1,2451217;1379;0
1,2486564;1379;0
1,2518105;1379;0
1,2548081;1379;0
1,2581283;1379;0
1,2609949;1379;0
1,2649464;1379;0
1,2681074;1379;0
1,2711862;1379;0
1,275728;1379;0
1,2787287;1379;0
1,2823012;1379;0
1,2847931;1379;0
1,28991;1379;0
1,2929235;1379;0
1,2974273;1379;0
1,300413;1379;0
1,3039632;1379;0
1,3071514;1379;0
1,3101774;1379;0
1,3139901;1379;0
1,3171179;1379;0
1,3201541;1379;0
1,324832;1379;0
1,3279501;1379;0
1,3312319;1379;0
1,3349693;1379;0
1,3381343;1379;0
1,3409401;1379;0
1,3448034;1379;0
1,347851;1379;0
1,351888;1379;0
1,3551435;1379;0
1,3586508;1379;0
1,3616211;1379;0
1,3656723;1379;0
1,3689647;1379;0
1,3733678;1379;0
1,3770865;1379;0
1,3811766;1379;0
1,3847382;1379;0
1,3878906;1379;0
1,3907139;1379;0
1,393865;1379;0
1,3966595;1379;0
1,4005016;1379;0
1,4027952;1379;0
1,4090878;1379;0
1,4120769;1379;0
1,4147731;1379;0
1,4179515;1379;0
1,4226857;1379;0
1,4251696;1379;0
1,4294469;1379;0
1,4322286;1379;0
1,4357735;1379;0
1,4381096;1379;0
1,4420776;1379;0
1,4447021;1379;0
1,4506491;1379;0
1,4543281;1379;0
1,4578249;1379;0
1,4605151;1379;0
1,4629384;1379;0
1,4657024;1379;0
1,4716151;1379;0
1,4742739;1379;0
1,4777324;1379;0
1,4806898;1379;0
1,4842042;1379;0
1,487052;1379;0
1,4920577;1379;0
1,4955208;1379;0
1,498407;1379;0
1,5006852;1379;0
1,5055332;1379;0
1,5087344;1379;0
1,5111838;1379;0
1,5140429;1379;0
1,5185056;1379;0
1,5233393;1379;0
1,5261471;1379;0
1,5295699;1379;0
1,5334727;1379;0
1,5364347;1379;0
1,5395529;1379;0
1,5417906;1379;0
1,5472224;1379;0
1,5499271;1379;0
1,5527923;1379;0
1,5562663;1379;0
1,5599667;1379;0
1,5619949;1379;0
1,566501;1379;0
1,5689298;1379;0
1,5749133;1379;0
1,5777557;1379;0
1,5818159;1379;0
1,5839944;1379;0
1,5878252;1379;0
1,5906081;1379;0
1,5948087;1379;0
1,5969381;1379;0
1,6039659;1379;0
1,6058586;1379;0
1,6079281;1379;0
1,6100116;1379;0
1,6156064;1379;0
1,6175013;1379;0
1,6235354;1379;0
1,626047;1379;0
1,6293686;1379;0
1,6310378;1379;0
1,6371153;1379;0
1,6402353;1379;0
1,6443671;1379;0
1,6467132;1379;0
1,650501;1379;0
1,6531989;1379;0
1,6576264;1379;0
1,6595702;1379;0
1,665165;1379;0
1,6680843;1379;0
1,6721749;1379;0
1,6747335;1379;0
1,6789429;1379;0
1,6817057;1379;0
1,6851393;1379;0
1,6873971;1379;0
1,6918206;1379;0
1,6937659;1379;0
1,7013951;1379;0
1,7039208;1379;0
1,7071086;1379;0
1,7088966;1379;0
1,7135741;1379;0
1,7161639;1379;0
1,7213561;1379;0
1,7242354;1379;0
1,726043;1379;0
1,7280959;1379;0
1,7339993;1379;0
1,736375;1379;0
1,7422938;1379;0
1,7450456;1379;0
1,7474404;1379;0
1,7509533;1379;0
1,7549829;1379;0
1,7572295;1379;0
1,7623068;1379;0
1,7654987;1379;0
1,7699661;1379;0
1,7724032;1379;0
1,7760328;1379;0
1,7780659;1379;0
1,78376;1379;0
1,7858081;1379;0
1,7892097;1379;0
1,791082;1379;0
1,7969544;1379;0
1,8000351;1379;0
1,8046281;1379;0
1,8076941;1379;0
1,810148;1379;0
1,8126211;1379;0
1,817229;1379;0
1,8191996;1379;0
1,8242104;1379;0
1,8272262;1379;0
1,8315373;1379;0
1,8338948;1379;0
1,8382331;1379;0
1,8408784;1379;0
1,8459994;1379;0
1,8481527;1379;0
1,8520202;1379;0
1,8540181;1379;0
1,8583879;1379;0
1,8604827;1379;0
1,8664091;1379;0
1,8684471;1379;0
1,8729906;1379;0
1,8750537;1379;0
1,8802709;1379;0
1,8820341;1379;0
1,8879621;1379;0
1,8909563;1379;0
1,8938122;1379;0
1,8961458;1379;0
1,901782;1379;0
1,9042031;1379;0
1,9084556;1379;0
1,9104257;1379;0
1,9139557;1379;0
1,9158554;1379;0
1,921766;1379;0
1,9240997;1379;0
1,9298573;1379;0
1,9324497;1379;0
1,9353425;1379;0
1,9374268;1379;0
1,942339;1379;0
1,9449334;1379;0
1,9495304;1379;0
1,9516331;1379;0
1,9551075;1379;0
1,9575136;1379;0
1,962401;1379;0
1,9649344;1379;0
1,9699152;1379;0
1,9718314;1379;0
1,9763776;1379;0
1,9791411;1379;0
1,9840326;1379;0
1,9862949;1379;0
1,9906863;1379;0
1,9937092;1379;0
1,9969631;1379;0
1,9990764;1379;0
2,004311;1379;0
2,0066596;1379;0
2,0110588;1379;0
2,0139928;1379;0
2,0181085;1379;0
2,0209706;1379;0
2,0254687;1379;0
2,0285471;1379;0
2,0325288;1379;0
2,0351137;1379;0
2,0393164;1379;0
2,0423118;1379;0
2,0459834;1379;0
2,0479259;1379;0
2,0525205;1379;0
2,0551133;1379;0
2,0595892;1379;0
2,0627309;1379;0
2,0663637;1379;0
2,0717774;1379;0
2,0761293;1379;0
2,0782004;1379;0
2,0801497;1379;0
2,0822831;1379;0
2,0869709;1379;0
2,0888396;1379;0
2,0945148;1379;0
2,0965571;1379;0
2,1015959;1379;0
2,1037297;1379;0
2,1085485;1379;0
2,1115659;1379;0
2,1157678;1379;0
2,1178414;1379;0
2,1226605;1379;0
2,125207;1379;0
2,1294412;1379;0
2,1315369;1379;0
2,1360088;1379;0
2,137944;1379;0
2,1442083;1379;0
2,1462228;1379;0
2,1499863;1379;0
2,152057;1379;0
2,1571567;1379;0
2,160239;1379;0
2,163855;1379;0
2,1669339;1379;0
2,1710845;1379;0
2,1739695;1379;0
2,1775024;1379;0
2,1797029;1379;0
2,1852086;1379;0
2,188415;1379;0
2,1922175;1379;0
2,1948631;1379;0
2,1990538;1379;0
2,2020516;1379;0
2,2056078;1379;0
2,2087009;1379;0
2,2126742;1379;0
2,2161424;1379;0
2,219121;1379;0
2,2223747;1379;0
2,2260554;1379;0
2,2291512;1379;0
2,2340838;1379;0
2,2381092;1379;0
2,2411566;1379;0
2,2436848;1379;0
2,2477359;1379;0
2,2503454;1379;0
2,2540925;1379;0
2,2572622;1379;0
2,261841;1379;0
2,2644027;1379;0
2,2684755;1379;0
2,2714393;1379;0
2,2750799;1379;0
2,2789399;1379;0
2,2820302;1379;0
2,2848154;1379;0
2,2887478;1379;0
2,2918627;1379;0
2,2964094;1379;0
2,3003501;1379;0
2,3038579;1379;0
2,3080039;1379;0
2,3109918;1379;0
2,3140221;1379;0
2,3177201;1379;0
2,3208553;1379;0
2,3240189;1379;0
2,3271891;1379;0
2,3312791;1379;0
2,3347656;1379;0
2,3379676;1379;0
2,3409632;1379;0
2,3445138;1379;0
2,3476439;1379;0
2,3517923;1379;0
2,3548921;1379;0
2,358964;1379;0
2,3629154;1379;0
2,3673271;1379;0
2,3705187;1379;0
2,3741109;1379;0
2,3781285;1379;0
2,3822618;1379;0
2,3856253;1379;0
2,3888776;1379;0
2,3926734;1379;0
2,3959945;1379;0
2,3988154;1379;0
2,4020777;1379;0
2,4046842;1379;0
2,4076566;1379;0
2,4107299;1379;0
2,4143057;1379;0
2,417518;1379;0
2,4213152;1379;0
2,424834;1379;0
2,4287943;1379;0
2,432787;1379;0
2,4360595;1379;0
2,4400425;1379;0
2,4430005;1379;0
2,4461594;1379;0
2,4493249;1379;0
2,4529043;1379;0
2,4562675;1379;0
2,4594663;1379;0
2,4624354;1379;0
2,4650152;1379;0
2,4700131;1379;0
2,4729118;1379;0
2,4761725;1379;0
2,480341;1379;0
2,4839727;1379;0
2,4870021;1379;0
2,4908962;1379;0
2,4936615;1379;0
2,4977878;1379;0
2,500776;1379;0
2,5050432;1379;0
2,5082316;1379;0
2,5111943;1379;0
2,5139653;1379;0
2,5187984;1379;0
2,5219762;1379;0
2,5249629;1379;0
2,5281128;1379;0
2,5321444;1379;0
2,5347274;1379;0
2,5394962;1379;0
2,5424963;1379;0
2,5458885;1379;0
2,5491468;1379;0
2,5538258;1379;0
2,5569574;1379;0
2,5600552;1379;0
2,5637016;1379;0
2,5666187;1379;0
2,5687506;1379;0
2,5736596;1379;0
2,5764583;1379;0
2,5811772;1379;0
2,584182;1379;0
2,5878362;1379;0
2,5910991;1379;0
2,5952217;1379;0
2,5983419;1379;0
2,6013767;1379;0
2,6049074;1379;0
2,608231;1379;0
2,6113409;1379;0
2,615877;1379;0
2,6188833;1379;0
2,6224192;1379;0
2,625826;1379;0
2,6291243;1379;0
2,6322808;1379;0
2,6368738;1379;0
2,6399265;1379;0
2,6429084;1379;0
2,645845;1379;0
2,6500996;1379;0
2,653949;1379;0
2,6570677;1379;0
2,6602195;1379;0
2,6638664;1379;0
2,6670081;1379;0
2,6713913;1379;0
2,6738647;1379;0
2,6780881;1379;0
2,6810682;1379;0
2,6855601;1379;0
2,688657;1379;0
2,6917742;1379;0
2,6952199;1379;0
2,6985449;1379;0
2,7013363;1379;0
2,7058766;1379;0
2,7089602;1379;0
2,7129473;1379;0
2,7170281;1379;0
2,7202478;1379;0
2,7237004;1379;0
2,7268774;1379;0
2,7298574;1379;0
2,7338502;1379;0
2,737508;1379;0
2,7404814;1379;0
2,7435642;1379;0
2,7469806;1379;0
2,7500887;1379;0
2,7540488;1379;0
2,7571781;1379;0
2,7612618;1379;0
2,7637165;1379;0
2,7677837;1379;0
2,7707988;1379;0
2,775038;1379;0
2,7780424;1379;0
2,7821563;1379;0
2,7848086;1379;0
2,7888499;1379;0
2,7919901;1379;0
2,7954598;1379;0
2,7985427;1379;0
2,8040095;1379;0
2,8081218;1379;0
2,8114242;1379;0
2,815348;1379;0
2,8192199;1379;0
2,8239207;1379;0
2,8289549;1379;0
2,8319838;1379;0
2,8350934;1379;0
2,8381959;1379;0
2,8412465;1379;0
2,843831;1379;0
2,8469955;1379;0
2,8500741;1379;0
2,8540354;1379;0
2,8571975;1379;0
2,8602097;1379;0
2,8638017;1379;0
2,8678419;1379;0
2,8709616;1379;0
2,8739523;1379;0
2,8775195;1379;0
2,8806199;1379;0
2,8842041;1379;0
2,8873934;1379;0
2,8905422;1379;0
2,8940644;1379;0
2,8981384;1379;0
2,9012219;1379;0
2,9046922;1379;0
2,9077032;1379;0
2,9107739;1379;0
2,9137564;1379;0
2,9173499;1379;0
2,9213743;1379;0
2,9239072;1379;0
2,9281617;1379;0
2,9313969;1379;0
2,9347868;1379;0
2,93789;1379;0
2,9418224;1379;0
2,9450864;1379;0
2,9490697;1379;0
2,9528776;1379;0
2,9563695;1379;0
2,9594034;1379;0
2,9623322;1379;0
2,965499;1379;0
2,9703603;1379;0
2,9737003;1379;0
2,9763433;1379;0
2,9788534;1379;0
2,9841037;1379;0
2,9874441;1379;0
2,9903088;1379;0
2,9941455;1379;0
2,9990675;1379;0
3,002514;1379;0
3,0058751;1379;0
3,0090356;1379;0
3,0119887;1379;0
3,015143;1379;0
3,019223;1379;0
3,0222568;1379;0
3,0257797;1379;0
3,0288754;1379;0
3,0328494;1379;0
3,036248;1379;0
3,0392276;1379;0
3,0421627;1379;0
3,0466824;1379;0
3,0498787;1379;0
3,0525191;1379;0
3,0550139;1379;0
3,0603426;1379;0
3,0634919;1379;0
3,0671777;1379;0
3,0694048;1379;0
3,073458;1379;0
3,0760076;1379;0
3,0809521;1379;0
3,083216;1379;0
3,087989;1379;0
3,0910726;1379;0
3,0940747;1379;0
3,0976798;1379;0
3,1015041;1379;0
3,1037549;1379;0
3,1089661;1379;0
3,1119738;1379;0
3,1158351;1379;0
3,1190671;1379;0
3,1220513;1379;0
3,1253279;1379;0
3,1295069;1379;0
3,1324243;1379;0
3,1363097;1379;0
3,1395315;1379;0
3,1437654;1379;0
3,1469436;1379;0
3,1500578;1379;0
3,1542754;1379;0
3,1583008;1379;0
3,161335;1379;0
3,1649697;1379;0
3,1683346;1379;0
3,17134;1379;0
3,1748258;1379;0
3,1778545;1379;0
3,1808886;1379;0
3,1844338;1379;0
3,1874241;1379;0
3,1925572;1379;0
3,1960863;1379;0
3,200084;1379;0
3,2039705;1379;0
3,2072264;1379;0
3,2104693;1379;0
3,2138369;1379;0
3,217002;1379;0
3,2200553;1379;0
3,2237266;1379;0
3,2267121;1379;0
3,229707;1379;0
3,2338;1379;0
3,2373949;1379;0
3,2404438;1379;0
3,242431;1379;0
3,2472321;1379;0
3,2504118;1379;0
3,2540494;1379;0
3,2571287;1379;0
3,2610912;1379;0
3,2636437;1379;0
3,2677014;1379;0
3,2708278;1379;0
3,2751192;1379;0
3,2779954;1379;0
3,281765;1379;0
3,2850984;1379;0
3,2893205;1379;0
3,2923279;1379;0
3,2958965;1379;0
3,2989763;1379;0
3,3036767;1379;0
3,3077546;1379;0
3,3107471;1379;0
3,3138346;1379;0
3,3174657;1379;0
3,3205051;1379;0
3,3240954;1379;0
3,3271487;1379;0
3,3311355;1379;0
3,3347991;1379;0
3,3389374;1379;0
3,3419637;1379;0
3,3450652;1379;0
3,3481607;1379;0
3,3526117;1379;0
3,3562306;1379;0
3,3592338;1379;0
3,3622113;1379;0
3,3657439;1379;0
3,3692115;1379;0
3,3727437;1379;0
3,3761786;1379;0
3,3791208;1379;0
3,3821858;1379;0
3,3869471;1379;0
3,3902006;1379;0
3,3939244;1379;0
3,3980999;1379;0
3,402085;1379;0
3,4055947;1379;0
3,4086571;1379;0
3,4117524;1379;0
3,4148943;1379;0
3,417859;1379;0
3,4208678;1379;0
3,4238885;1379;0
3,427515;1379;0
3,4304785;1379;0
3,4350296;1379;0
3,4381401;1379;0
3,4422015;1379;0
3,4457566;1379;0
3,4498718;1379;0
3,4525169;1379;0
3,4556624;1379;0
3,4586631;1379;0
3,4637616;1379;0
3,4663718;1379;0
3,4697055;1379;0
3,4728561;1379;0
3,4763422;1379;0
3,47926;1379;0
3,484077;1379;0
3,4872077;1379;0
3,490319;1379;0
3,4934198;1379;0
3,4972107;1379;0
3,5002069;1379;0
3,5048793;1379;0
3,5089938;1379;0
3,5121923;1379;0
3,515699;1379;0
3,5188849;1379;0
3,5218842;1379;0
3,5251126;1379;0
3,5282117;1379;0
3,5322502;1379;0
3,5360582;1379;0
3,5399944;1379;0
3,5429584;1379;0
3,5462708;1379;0
3,5494526;1379;0
3,5542667;1379;0
3,5582364;1379;0
3,561292;1379;0
3,5649416;1379;0
3,5679911;1379;0
3,5709913;1379;0
3,5739996;1379;0
3,5775167;1379;0
3,5804793;1379;0
3,5836077;1379;0
3,5871317;1379;0
3,5907961;1379;0
3,5947023;1379;0
3,5982407;1379;0
3,6019733;1379;0
3,6047117;1379;0
3,6084243;1379;0
3,6115745;1379;0
3,6148942;1379;0
3,6171982;1379;0
3,622568;1379;0
3,6249822;1379;0
3,6299013;1379;0
3,632981;1379;0
3,6359586;1379;0
3,6391614;1379;0
3,6431364;1379;0
3,6467525;1379;0
3,6499469;1379;0
3,6542558;1379;0
3,6575271;1379;0
3,6608168;1379;0
3,6650565;1379;0
3,6693909;1379;0
3,6736912;1379;0
3,677938;1379;0
3,6808246;1379;0
3,6837701;1379;0
3,6875596;1379;0
3,6914997;1379;0
3,6950206;1379;0
3,699061;1379;0
3,7020688;1379;0
3,7045672;1379;0
3,707739;1379;0
3,7106479;1379;0
3,7136817;1379;0
3,7163066;1379;0
3,7192296;1379;0
3,7223519;1379;0
3,7268309;1379;0
3,7298464;1379;0
3,7338355;1379;0
3,7375677;1379;0
3,7414223;1379;0
3,7450234;1379;0
3,7491182;1379;0
3,7525891;1379;0
3,7550954;1379;0
3,7582611;1379;0
3,7612324;1379;0
3,7647974;1379;0
3,7678985;1379;0
3,7709398;1379;0
3,7749751;1379;0
3,7781331;1379;0
3,7820712;1379;0
3,7846967;1379;0
3,7887505;1379;0
3,7917287;1379;0
3,7962713;1379;0
3,7991888;1379;0
3,802701;1379;0
3,8061461;1379;0
3,8101644;1379;0
3,8140551;1379;0
3,8183597;1379;0
3,8214532;1379;0
3,8240153;1379;0
3,8270969;1379;0
3,8307115;1379;0
3,8337166;1379;0
3,8380736;1379;0
3,8410995;1379;0
3,8453463;1379;0
3,8484673;1379;0
3,8519234;1379;0
3,8553491;1379;0
3,858942;1379;0
3,8619371;1379;0
3,8649453;1379;0
3,8681752;1379;0
3,8723885;1379;0
3,8760075;1379;0
3,8789828;1379;0
3,8820418;1379;0
3,8868332;1379;0
3,8898261;1379;0
3,89286;1379;0
3,8955839;1379;0
3,9004654;1379;0
3,9035297;1379;0
3,9073362;1379;0
3,9101988;1379;0
3,9140014;1379;0
3,9176803;1379;0
3,9223855;1379;10
3,9263079;1379,039224;20
3,9299051;1379,111168;30
3,9330594;1379,205797;40
3,9363035;1379,335561;50
3,9392442;1379,482596;60
3,9422398;1379,662332;70
3,9447614;1379,838844;80
3,9486475;1380,149732;90
3,9522411;1380,473156;100
3,9559872;1380,847766;110
3,9594398;1381,227552;120
3,9624115;1381,584156;130
3,9649632;1381,915877;140
3,9711836;1382,786733;150
3,9738684;1383,189453;160
3,9770336;1383,695885;170
3,9795528;1384,124149;180
3,9838738;1384,901929;190
3,9870356;1385,502671;200
3,9911702;1386,329591;210
3,9941874;1386,963203;220
3,9979991;1387,801777;230
4,0007698;1388,439038;240
4,0048978;1389,429758;250
4,0070795;1389,975183;260
4,0115355;1391,133743;270
4,0137409;1391,729201;280
4,0178606;1392,882717;290
4,0210223;1393,79961;300
4,0253627;1395,10173;300
4,0280405;1395,90507;300
4,0323223;1397,18961;300
4,0344938;1397,84106;300
4,0391094;1399,22574;300
4,0413602;1399,90098;300
4,0462354;1401,36354;300
4,0492165;1402,25787;300
4,0542611;1403,77125;300
4,0565875;1404,46917;300
4,059633;1405,38282;300
4,0623537;1406,19903;300
4,0669558;1407,57966;300
4,0689881;1408,18935;300
4,073598;1409,57232;300
4,0756506;1410,1881;300
4,0827393;1412,31471;300
4,0860293;1413,30171;300
4,088508;1414,04532;300
4,0911367;1414,83393;300
4,0950233;1415,99991;300
4,0969326;1416,5727;300
4,1019327;1418,07273;300
4,103942;1418,67552;300
4,1084895;1420,03977;300
4,1111349;1420,83339;300
4,1156704;1422,19404;300
4,1177078;1422,80526;300
4,1229257;1424,37063;300
4,124837;1424,94402;300
4,1289325;1426,17267;300
4,1311556;1426,8396;300
4,1363363;1428,39381;300
4,1383531;1428,99885;300
4,1437494;1430,61774;300
4,1459092;1431,26568;300
4,1502408;1432,56516;300
4,1520559;1433,10969;300
4,1566292;1434,48168;300
4,1586881;1435,09935;300
4,1635674;1436,56314;300
4,1680926;1437,9207;300
4,1714259;1438,92069;300
4,1740513;1439,70831;300
4,1774218;1440,71946;300
4,1791934;1441,25094;300
4,1845567;1442,85993;300
4,1876575;1443,79017;300
4,1918093;1445,03571;300
4,19386;1445,65092;300
4,1992615;1447,27137;300
4,2017291;1448,01165;300
4,2049315;1448,97237;300
4,2082555;1449,96957;300
4,2134798;1451,53686;300
4,2161105;1452,32607;300
4,220417;1453,61802;300
4,2224559;1454,22969;300
4,2269914;1455,59034;300
4,2290922;1456,22058;300
4,233182;1457,44752;300
4,235699;1458,20262;300
4,2397275;1459,41117;300
4,2419298;1460,07186;300
4,2472435;1461,66597;300
4,2493814;1462,30734;300
4,2543745;1463,80527;300
4,2562675;1464,37317;300
4,2609475;1465,77717;300
4,2650805;1467,01707;300
4,2677987;1467,83253;300
4,2702546;1468,5693;300
4,2747951;1469,93145;300
4,2769242;1470,57018;300
4,2823642;1472,20218;300
4,2845383;1472,85441;300
4,2889779;1474,18629;300
4,2909954;1474,79154;300
4,2957892;1476,22968;300
4,2977176;1476,8082;300
4,3036419;1478,58549;300
4,3058832;1479,25788;300
4,3103729;1480,60479;300
4,3128127;1481,33673;300
4,316385;1482,40842;300
4,318147;1482,93702;300
4,3244971;1484,84205;300
4,3265604;1485,46104;300
4,3312518;1486,86846;300
4,3339727;1487,68473;300
4,3372082;1488,65538;300
4,3397474;1489,41714;300
